seasonType,eventId,commentaryOrder,playId,clockDisplayValue,commentaryText,updateDateTime
13145,727708,15,45344196,89',Frederik Flex (Kristiansund BK) Substitution at 89',2025-06-02 04:55:28
13145,727708,16,45344198,90',Haakon Haugen (Kristiansund BK) Substitution at 90',2025-06-02 04:55:28
13145,727708,17,45344208,90'+4',Rasmus Holten (SK Brann) Substitution at 94',2025-06-02 04:55:28
13145,727709,0,45344236,3',Henrik Sælebakke Falchener (Viking FK) Goal at 3',2025-06-03 04:52:15
13145,727709,1,45344259,17',Christian Cappis (Viking FK) Substitution at 17',2025-06-03 04:52:15
13145,727709,2,45344262,20',Markus Kaasa (Molde) Substitution at 20',2025-06-03 04:52:15
13145,727709,3,45344289,30',Eirik Haugan (Molde) Yellow Card at 30',2025-06-03 04:52:15
13145,727709,4,45344398,51',Halldor Stenevik (Molde) Yellow Card at 51',2025-06-03 04:52:15
13145,727709,5,45344407,58',Eirik Hestad (Molde) Substitution at 58',2025-06-03 04:52:15
13145,727709,6,45344419,71',Kristoffer Askildsen (Viking FK) Substitution at 71',2025-06-03 04:52:15
13145,727709,7,45344420,71',Herman Haugen (Viking FK) Substitution at 71',2025-06-03 04:52:15
13145,727709,8,45344421,73',Johan Bakke (Molde) Substitution at 73',2025-06-03 04:52:15
